"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
19,73437,1996057,Los Angeles,Compton Unified,Thurgood Marshall,25,,,,,
19,73437,6057574,Los Angeles,Compton Unified,Vanguard Learning Center,3,,,,,
19,73445,1933316,Los Angeles,Hacienda la Puente Unified,Puente Hills High,225,,,,,
19,73445,1934801,Los Angeles,Hacienda la Puente Unified,La Puente High,399,112,28.07,18.9,32,28.57
19,73445,1935246,Los Angeles,Hacienda la Puente Unified,Los Altos High,486,23,4.73,22.7,13,56.52
19,73445,1938935,Los Angeles,Hacienda la Puente Unified,Valley Alternative High (Continuation),71,,,,,
19,73445,1939834,Los Angeles,Hacienda la Puente Unified,Glen A. Wilson High,446,34,7.62,25.65,29,85.29
19,73445,1939925,Los Angeles,Hacienda la Puente Unified,William Workman High,253,20,7.91,15.95,2,10
19,73445,1996560,Los Angeles,Hacienda la Puente Unified,Valley Community Day,7,,,,,
19,73452,111070,Los Angeles,Rowland Unified,Rowland Assistive Technology Academy,18,,,,,
19,73452,1930106,Los Angeles,Rowland Unified,Santana High (Continuation),229,,,,,
19,73452,1936228,Los Angeles,Rowland Unified,Nogales High,527,69,13.09,19.35,22,31.88
19,73452,1937564,Los Angeles,Rowland Unified,John A. Rowland High,607,47,7.74,24.3,37,78.72
19,73452,1995943,Los Angeles,Rowland Unified,Rowland Unified Community Day,3,,,,,
19,73460,1932862,Los Angeles,Walnut Valley Unified,Diamond Bar High,855,195,22.81,25.93,171,87.69
19,73460,1937747,Los Angeles,Walnut Valley Unified,Ron Hockwalt Academies (Continuation),52,,,,,
19,73460,1939149,Los Angeles,Walnut Valley Unified,Walnut High,753,171,22.71,25.71,144,84.21
19,75291,1995810,Los Angeles,San Gabriel Unified,Gabrielino High,438,76,17.35,23.18,52,68.42
19,75291,1996016,Los Angeles,San Gabriel Unified,Options for Youth San Gabriel,159,,,,,
19,75291,1996081,Los Angeles,San Gabriel Unified,Del Mar High,48,,,,,
19,75309,1995786,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,137,7,5.11,NA,NA,NA
19,75333,1935808,Los Angeles,Manhattan Beach Unified,Mira Costa High,524,241,45.99,25.62,203,84.23
19,75341,116285,Los Angeles,Redondo Beach Unified,Redondo Beach Learning Academy,2,,,,,
19,75341,1937143,Los Angeles,Redondo Beach Unified,Redondo Union High,617,157,25.45,23.58,114,72.61
19,75341,1995752,Los Angeles,Redondo Beach Unified,Redondo Shores High (Continuation),62,,,,,
19,75671,1996586,Los Angeles,SBE -  Animo Inglewood Charter,Animo Inglewood Charter High,117,81,69.23,16.11,9,11.11
19,75697,1996693,Los Angeles,SBE - The School of Arts and E,School of Arts and Enterprise,104,9,8.65,NA,NA,NA
19,75713,1930122,Los Angeles,Alhambra Unified,Century High,185,,,,,
19,75713,1930163,Los Angeles,Alhambra Unified,Alhambra High,747,169,22.62,21.33,94,55.62
19,75713,1934553,Los Angeles,Alhambra Unified,Mark Keppel High,608,101,16.61,24.32,84,83.17
19,75713,1937697,Los Angeles,Alhambra Unified,San Gabriel High,516,144,27.91,20.58,66,45.83
19,75713,1995430,Los Angeles,Alhambra Unified,Independence High (Alternative),79,,,,,
19,76497,115725,Los Angeles,SBE - Lifeline Education Chart,Lifeline Education Charter,36,,,,,
20,10207,117184,Madera,Madera County Office of Education,Madera County Independent Academy,20,,,,,
20,10207,2030054,Madera,Madera County Office of Education,Enterprise Secondary,10,,,,,
20,10207,2030096,Madera,Madera County Office of Education,Madera County Opportunity,5,,,,,
20,10207,2030153,Madera,Madera County Office of Education,Juvenile Hall (Endeavor/Voyager Secondar,17,,,,,
20,10207,2030187,Madera,Madera County Office of Education,Discovery Secondary,1,,,,,
20,10207,2030229,Madera,Madera County Office of Education,Pioneer Technical Center,39,,,,,
20,10207,6077200,Madera,Madera County Office of Education,Gould Educational Center,63,,,,,
20,65201,2030047,Madera,Chowchilla Union High,Gateway High (Continuation),8,,,,,
20,65201,2032357,Madera,Chowchilla Union High,Chowchilla High,212,7,3.3,NA,NA,NA
20,65243,109686,Madera,Madera Unified,Ripperdan High,63,,,,,
20,65243,110965,Madera,Madera Unified,Madera South High,543,65,11.97,18.15,12,18.46
20,65243,2030138,Madera,Madera Unified,Mountain Vista High (Continuation),99,,,,,
20,65243,2035640,Madera,Madera Unified,Furman (Duane E.) High (Alternative),118,,,,,
20,65243,2035707,Madera,Madera Unified,Madera High North,405,62,15.31,19.4,24,38.71
20,75580,110395,Madera,Golden Valley Unified,Lincoln Community Day,1,,,,,
20,75580,110403,Madera,Golden Valley Unified,Valley Teen Ranch Community Day,5,,,,,
20,75580,111443,Madera,Golden Valley Unified,Centennial Independent Study,8,,,,,
20,75580,2030161,Madera,Golden Valley Unified,Independence Continuation High,5,1,20,NA,NA,NA
20,75580,2030203,Madera,Golden Valley Unified,Liberty High,139,17,12.23,22.12,10,58.82
20,75606,100180,Madera,Chawanakee Unified,Mountain Oaks High,4,,,,,
20,75606,6114862,Madera,Chawanakee Unified,Chawanakee Academy,35,1,2.86,NA,NA,NA
20,76414,115527,Madera,Yosemite Unified,Campbell High Community Day,1,,,,,
20,76414,115550,Madera,Yosemite Unified,Yosemite Falls Education Center,10,,,,,
20,76414,2030013,Madera,Yosemite Unified,Yosemite High,245,48,19.59,23.85,36,75
20,76414,2030039,Madera,Yosemite Unified,Ahwahnee High,6,,,,,
20,76414,2030070,Madera,Yosemite Unified,Raymond Granite High,1,,,,,
20,76414,2030088,Madera,Yosemite Unified,Foothill High (Alternative),14,,,,,
20,76414,2030104,Madera,Yosemite Unified,Evergreen High,17,,,,,
20,76414,2030237,Madera,Yosemite Unified,Glacier High School Charter,15,2,13.33,NA,NA,NA
21,10215,113183,Marin,Marin County Office of Education,Marin County Juvenile Court,4,,,,,
21,10215,2130037,Marin,Marin County Office of Education,Marin County Community,41,,,,,
21,10215,2130102,Marin,Marin County Office of Education,Phoenix Academy,4,,,,,
21,10215,6069504,Marin,Marin County Office of Education,Marin County Special Education,19,,,,,
21,65417,2130045,Marin,Novato Unified,Nova Education Center,35,5,14.29,NA,NA,NA
21,65417,2132264,Marin,Novato Unified,Marin Oaks High,29,,,,,
21,65417,2132272,Marin,Novato Unified,Novato High,262,83,31.68,24.53,68,81.93
21,65417,2133056,Marin,Novato Unified,San Marin High,259,64,24.71,24.47,53,82.81
21,65466,2133254,Marin,San Rafael City High,Madrone High (Continuation),11,,,,,
21,65466,2133262,Marin,San Rafael City High,San Rafael High,229,40,17.47,21.9,22,55
21,65466,2134005,Marin,San Rafael City High,Terra Linda High,263,52,19.77,24.17,43,82.69
21,65482,2130078,Marin,Tamalpais Union High,Tamiscal High (Alternative),37,14,37.84,25.5,13,92.86
21,65482,2131340,Marin,Tamalpais Union High,Sir Francis Drake High,236,65,27.54,24.28,51,78.46
21,65482,2132587,Marin,Tamalpais Union High,Redwood High,339,176,51.92,26.2,159,90.34
21,65482,2133692,Marin,Tamalpais Union High,Tamalpais High,300,103,34.33,25.83,89,86.41
21,65482,2134419,Marin,Tamalpais Union High,San Andreas High (Continuation),67,,,,,
21,73361,2134310,Marin,Shoreline Unified,Tomales High,38,22,57.89,21.36,15,68.18
22,10223,2230100,Mariposa,Mariposa County Office of Education,Juvenile Hall/Community,5,,,,,
22,10223,6105308,Mariposa,Mariposa County Office of Education,Special Education,2,,,,,
22,65532,2230035,Mariposa,Mariposa County Unified,Spring Hill High (Continuation),8,,,,,
22,65532,2230068,Mariposa,Mariposa County Unified,Sierra Home,22,,,,,
22,65532,2230076,Mariposa,Mariposa County Unified,Coulterville High,2,,,,,
22,65532,2235356,Mariposa,Mariposa County Unified,Mariposa County High,161,31,19.25,23.81,23,74.19
23,10231,110023,Mendocino,Mendocino County Office of Education,Orr Creek,3,,,,,
23,10231,2330124,Mendocino,Mendocino County Office of Education,West Hills Juvenile Hall Court,7,,,,,
23,10231,2330447,Mendocino,Mendocino County Office of Education,Mendocino County Community,12,,,,,
23,65540,2330058,Mendocino,Anderson Valley Unified,Rancheria Continuation,3,,,,,
23,65540,2330900,Mendocino,Anderson Valley Unified,Anderson Valley Junior-Senior High,41,12,29.27,20.5,5,41.67
23,65557,6116669,Mendocino,Arena Union Elementary,Pacific Community Charter,3,,,,,
23,65565,2330215,Mendocino,Fort Bragg Unified,Noyo High (Continuation),9,,,,,
23,65565,2330355,Mendocino,Fort Bragg Unified,Lighthouse Community Day,3,,,,,
23,65565,2331361,Mendocino,Fort Bragg Unified,Fort Bragg High,137,10,7.3,NA,NA,NA
23,65581,2330090,Mendocino,Mendocino Unified,Mendocino Sunrise High,5,,,,,
23,65581,2330306,Mendocino,Mendocino Unified,Mendocino Alternative,4,,,,,
23,65581,2333185,Mendocino,Mendocino Unified,Mendocino High,64,16,25,24.38,14,87.5
23,65599,2330108,Mendocino,Point Arena Joint Union High,South Coast Continuation,7,,,,,
23,65599,2333649,Mendocino,Point Arena Joint Union High,Point Arena High,29,8,27.59,NA,NA,NA
23,65607,2334563,Mendocino,Round Valley Unified,Round Valley High,26,1,3.85,NA,NA,NA
23,65615,2330413,Mendocino,Ukiah Unified,Redwood Academy of Ukiah,22,,,,,
23,65615,2330454,Mendocino,Ukiah Unified,Accelerated Achievement Academy,18,,,,,
23,65615,2334704,Mendocino,Ukiah Unified,South Valley High (Continuation),97,,,,,
23,65615,2335024,Mendocino,Ukiah Unified,Ukiah High,378,78,20.63,22,47,60.26
23,65615,6117386,Mendocino,Ukiah Unified,Tree of Life Charter,1,,,,,
23,65623,112300,Mendocino,Willits Unified,La Vida Charter,8,,,,,
23,65623,2330066,Mendocino,Willits Unified,Sanhedrin High,27,,,,,
23,65623,2330314,Mendocino,Willits Unified,New Horizons,15,,,,,
23,65623,2330348,Mendocino,Willits Unified,Willits Secondary Community Day,2,,,,,
23,65623,2330363,Mendocino,Willits Unified,Willits Charter,13,,,,,
23,65623,2335487,Mendocino,Willits Unified,Willits High,128,7,5.47,NA,NA,NA
23,73866,2330041,Mendocino,Potter Valley Community Unified,Potter Valley High,32,1,3.13,NA,NA,NA
23,73866,2330116,Mendocino,Potter Valley Community Unified,Centerville High (Continuation),2,,,,,
23,73916,2330223,Mendocino,Laytonville Unified,Laytonville Continuation High,1,,,,,
23,73916,2332260,Mendocino,Laytonville Unified,Laytonville High,35,,,,,
23,75218,2330207,Mendocino,Leggett Valley Unified,Whale Gulch High,1,,,,,
23,75218,2332724,Mendocino,Leggett Valley Unified,Leggett Valley High,16,,,,,
24,10249,106518,Merced,Merced County Office of Education,Merced Scholars Charter,23,1,4.35,NA,NA,NA
24,10249,2430056,Merced,Merced County Office of Education,Merced County Juvenile Hall/Community,28,,,,,
24,10249,2430148,Merced,Merced County Office of Education,Valley Community,415,,,,,
24,10249,2430163,Merced,Merced County Office of Education,Valley Los Banos Community Day,39,,,,,
24,10249,2430171,Merced,Merced County Office of Education,Valley Atwater Community Day,30,,,,,
24,10249,6068498,Merced,Merced County Office of Education,Floyd A. Schelby,6,,,,,
24,10249,6069199,Merced,Merced County Office of Education,Merced County Special Education,42,,,,,
24,65698,2430080,Merced,Hilmar Unified,Irwin High (Continuation),27,,,,,
24,65698,2430106,Merced,Hilmar Unified,Colony Basic Skills Alternative High,6,,,,,
24,65698,2432409,Merced,Hilmar Unified,Hilmar High,179,25,13.97,19.8,12,48
24,65730,2430064,Merced,Le Grand Union High,Granada High,25,,,,,
24,65730,2433001,Merced,Le Grand Union High,Le Grand High,94,14,14.89,19.07,5,35.71
24,65755,2430189,Merced,Los Banos Unified,Los Banos Community Day,2,,,,,
24,65755,2431492,Merced,Los Banos Unified,San Luis High (Continuation),120,,,,,
24,65755,2434207,Merced,Los Banos Unified,Los Banos High,468,10,2.14,NA,NA,NA
24,65789,2430049,Merced,Merced Union High,Independence High (Alternative),115,,,,,
24,65789,2430098,Merced,Merced Union High,Golden Valley High,538,85,15.8,19.96,35,41.18
24,65789,2430205,Merced,Merced Union High,Buhach Colony High,413,56,13.56,19.32,16,28.57
24,65789,2430601,Merced,Merced Union High,Atwater High,396,71,17.93,20.11,32,45.07
24,65789,2433605,Merced,Merced Union High,Livingston High,268,55,20.52,19.09,21,38.18
24,65789,2435204,Merced,Merced Union High,Merced High,573,89,15.53,19.91,40,44.94
24,65789,2439602,Merced,Merced Union High,Yosemite High (Continuation),219,,,,,
24,73619,110411,Merced,Gustine Unified,Gustine Community Day,2,,,,,
24,73619,2430031,Merced,Gustine Unified,Pioneer High (Continuation),15,,,,,
24,73619,2431807,Merced,Gustine Unified,Gustine High,120,39,32.5,18.31,12,30.77
24,75317,2430015,Merced,Dos Palos Oro Loma Joint Unified,Westside High,12,,,,,
24,75317,2431203,Merced,Dos Palos Oro Loma Joint Unified,Dos Palos High,156,3,1.92,NA,NA,NA
24,75366,114538,Merced,Delhi Unified,Shattuck Independent Study,13,,,,,
24,75366,2430114,Merced,Delhi Unified,Delhi High,125,30,24,15.13,1,3.33
24,75366,2430197,Merced,Delhi Unified,Shattuck Educational Park,17,,,,,
25,10256,2530038,Modoc,Modoc County Office of Education,Modoc County Juvenile Hall/Community,2,,,,,
25,10256,6069314,Modoc,Modoc County Office of Education,Modoc County Special Education,3,,,,,
25,65896,2530053,Modoc,Surprise Valley Joint Unified,Great Basin High (Continuation),4,,,,,
25,65896,2537702,Modoc,Surprise Valley Joint Unified,Surprise Valley High,6,1,16.67,NA,NA,NA
25,73585,2530020,Modoc,Modoc Joint Unified,Warner High,3,,,,,
25,73585,2530129,Modoc,Modoc Joint Unified,Modoc Charter,17,,,,,
25,73585,2535409,Modoc,Modoc Joint Unified,Modoc High,63,17,26.98,20.24,10,58.82
25,73593,2530087,Modoc,Tulelake Basin Joint Unified,Tulelake Continuation High,2,,,,,
25,73593,4737250,Modoc,Tulelake Basin Joint Unified,Tulelake High,29,11,37.93,19.55,4,36.36
26,10264,2630028,Mono,Mono County Office of Education,Jan Work Community,5,,,,,
26,10264,2630101,Mono,Mono County Office of Education,Sawtooth Ridge Community Day,2,,,,,
26,73668,2630051,Mono,Eastern Sierra Unified,Eastern Sierra Academy,7,,,,,
26,73668,2630069,Mono,Eastern Sierra Unified,High Desert Academy,1,,,,,
26,73668,2630093,Mono,Eastern Sierra Unified,Walker River High,1,,,,,
26,73668,2633006,Mono,Eastern Sierra Unified,Coleville High,15,3,20,NA,NA,NA
26,73668,2635001,Mono,Eastern Sierra Unified,Lee Vining High,6,3,50,NA,NA,NA
26,73692,101782,Mono,Mammoth Unified,Mammoth Olympic Academy for Academic Exc,4,,,,,
26,73692,2630010,Mono,Mammoth Unified,Mammoth High,69,17,24.64,24.59,15,88.24
26,73692,2630036,Mono,Mammoth Unified,Sierra High (Continuation),11,,,,,
27,10272,2730117,Monterey,Monterey County Office of Education,"Wellington M. Smith, Jr.",13,,,,,
27,10272,2730232,Monterey,Monterey County Office of Education,Monterey County Home Charter,60,,,,,
27,10272,2730265,Monterey,Monterey County Office of Education,Salinas Community,38,,,,,
27,10272,6069512,Monterey,Monterey County Office of Education,Monterey County Special Education,27,,,,,
27,65987,2730018,Monterey,Carmel Unified,Carmel Valley High,14,,,,,
27,65987,2730414,Monterey,Carmel Unified,Carmel High,197,83,42.13,23.93,64,77.11
27,66068,2730083,Monterey,King City Joint Union High,Candy Butler High,25,,,,,
27,66068,2730174,Monterey,King City Joint Union High,Greenfield High,222,25,11.26,18.08,4,16
27,66068,2730208,Monterey,King City Joint Union High,Ventana High (Continuation),38,,,,,
27,66068,2732170,Monterey,King City Joint Union High,King City High,245,14,5.71,22.14,8,57.14
27,66092,111435,Monterey,Monterey Peninsula Unified,Marina High,32,,,,,
27,66092,112896,Monterey,Monterey Peninsula Unified,Monterey Peninsula Unified School Distri,6,,,,,
27,66092,2730240,Monterey,Monterey Peninsula Unified,Learning for Life Charter,9,,,,,
27,66092,2732253,Monterey,Monterey Peninsula Unified,Central Coast High,82,,,,,
27,66092,2732808,Monterey,Monterey Peninsula Unified,Monterey High,340,32,9.41,24.09,26,81.25
27,66092,2735348,Monterey,Monterey Peninsula Unified,Seaside High,310,24,7.74,21.83,13,54.17
27,66134,2731115,Monterey,Pacific Grove Unified,Community High (Continuation),8,,,,,
27,66134,2733657,Monterey,Pacific Grove Unified,Pacific Grove High,147,39,26.53,25.21,33,84.62
27,66159,2730109,Monterey,Salinas Union High,Alisal High,516,37,7.17,18.46,10,27.03
27,66159,2730166,Monterey,Salinas Union High,Everett Alvarez High,532,60,11.28,19.67,21,35
27,66159,2733178,Monterey,Salinas Union High,North Salinas High,441,29,6.58,20.1,10,34.48
27,66159,2734481,Monterey,Salinas Union High,Mount Toro High,225,,,,,
27,66159,2734556,Monterey,Salinas Union High,Salinas High,586,73,12.46,22.93,49,67.12
27,73825,2730034,Monterey,North Monterey County Unified,North Monterey County High,303,23,7.59,20.52,11,47.83
27,73825,2730125,Monterey,North Monterey County Unified,North Monterey County Center for Indepen,56,1,1.79,NA,NA,NA
27,73825,2730141,Monterey,North Monterey County Unified,Central Bay High (Continuation),42,,,,,
27,75150,118349,Monterey,Pacific Unified,Big Sur Charter,3,,,,,
27,75150,2730133,Monterey,Pacific Unified,Pacific Valley (K-12),2,,,,,
27,75440,106112,Monterey,Soledad Unified,Pinnacles High,49,,,,,
27,75440,2730190,Monterey,Soledad Unified,Soledad High,203,19,9.36,18.05,2,10.53
27,75440,2730216,Monterey,Soledad Unified,Chalone High,51,,,,,
27,75473,2730067,Monterey,Gonzales Unified,Somavia High School,19,,,,,
27,75473,2730885,Monterey,Gonzales Unified,Gonzales High,150,14,9.33,17.86,2,14.29
28,10280,115691,Napa,Napa County Office of Education,Community Day,3,,,,,
28,10280,2830073,Napa,Napa County Office of Education,Napa County Juvenile Hall/Court Schools,2,,,,,
28,10280,2830099,Napa,Napa County Office of Education,Napa County Community,26,,,,,
28,66241,2830065,Napa,Calistoga Joint Unified,Palisades High (Continuation),3,,,,,
28,66241,2831758,Napa,Calistoga Joint Unified,Calistoga Junior-Senior High,62,18,29.03,21.61,11,61.11
28,66266,101964,Napa,Napa Valley Unified,Napa Valley Alternative,39,,,,,
28,66266,2830016,Napa,Napa Valley Unified,Vintage High,592,40,6.76,22.58,27,67.5
28,66266,2830115,Napa,Napa Valley Unified,New Technology High,75,6,8,NA,NA,NA
28,66266,2830149,Napa,Napa Valley Unified,Valley Oak High,120,,,,,
28,66266,2835601,Napa,Napa Valley Unified,Napa High,540,59,10.93,24.46,49,83.05
28,66290,2837102,Napa,Saint Helena Unified,Saint Helena High,127,41,32.28,22.24,27,65.85
29,10298,112375,Nevada,Nevada County Office of Education,Los Angeles Conservation Corps Charter,172,,,,,
29,10298,114306,Nevada,Nevada County Office of Education,Forest Charter,91,7,7.69,NA,NA,NA
29,10298,114314,Nevada,Nevada County Office of Education,Bitney College Preparatory High,10,,,,,
29,10298,116681,Nevada,Nevada County Office of Education,Earle Jamieson High,8,,,,,
29,10298,116913,Nevada,Nevada County Office of Education,"Sugarloaf Mountain, Juvenile Hall Progra",4,,,,,
29,10298,2930147,Nevada,Nevada County Office of Education,Muir Charter,1156,,,,,
29,66357,2930030,Nevada,Nevada Joint Union High,Sierra Mountain High,40,,,,,
29,66357,2930048,Nevada,Nevada Joint Union High,Bear River High,256,63,24.61,24.63,53,84.13
29,66357,2930071,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),56,,,,,
29,66357,2930089,Nevada,Nevada Joint Union High,NU Tech High,28,1,3.57,NA,NA,NA
29,66357,2930097,Nevada,Nevada Joint Union High,Pioneer High (Continuation),8,,,,,
29,66357,2930105,Nevada,Nevada Joint Union High,Sierra Foothill High (Continuation),10,,,,,
29,66357,2935500,Nevada,Nevada Joint Union High,Nevada Union High,568,67,11.8,25.51,63,94.03
29,66399,6111371,Nevada,Ready Springs Union Elementary,Vantage Point Charter,22,,,,,
30,10306,3030426,Orange,Orange County Department of Education,Access Juvenile Hall,99,,,,,
30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,99,,,,,
30,10306,3030764,Orange,Orange County Department of Education,Access County Community,1062,,,,,
30,10306,6069553,Orange,Orange County Department of Education,Orange County Special Education,39,,,,,
30,66431,105841,Orange,Anaheim Union High,Community Day/Alternative Education/Spec,12,,,,,
30,66431,3030038,Orange,Anaheim Union High,Cypress High,620,87,14.03,23.93,68,78.16
30,66431,3030228,Orange,Anaheim Union High,Anaheim High,666,78,11.71,18.73,18,23.08
30,66431,3030384,Orange,Anaheim Union High,Polaris High (Alternative),97,,,,,
30,66431,3030616,Orange,Anaheim Union High,Oxford Academy,156,117,75,29.01,117,100
30,66431,3032786,Orange,Anaheim Union High,Gilbert High (Continuation),370,1,0.27,NA,NA,NA
30,66431,3033057,Orange,Anaheim Union High,Katella High,581,36,6.2,20.17,14,38.89
30,66431,3033115,Orange,Anaheim Union High,John F. Kennedy High,550,52,9.45,23.19,38,73.08
