"County
Number","District
Number","School
Number",County Name,District Name,School Name,"Grade
12","Number
Tested","Percent
Tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
19,64733,0109322,Los Angeles,Los Angeles Unified,Pacific Boulevard,10,,.,NA,,,,,,,NA,NA
19,64733,0109447,Los Angeles,Los Angeles Unified,Santee Education Complex,607,159,26.19,NA,379,382,382,1143,6,3.77,NA,NA
19,64733,0109454,Los Angeles,Los Angeles Unified,South East High,534,228,42.70,NA,413,397,432,1242,31,13.60,NA,NA
19,64733,0109462,Los Angeles,Los Angeles Unified,Maywood Academy High,283,156,55.12,NA,405,407,407,1219,16,10.26,NA,NA
19,64733,0109512,Los Angeles,Los Angeles Unified,Cal Burke High,82,,.,NA,,,,,,,NA,NA
19,64733,0109553,Los Angeles,Los Angeles Unified,CA Academy for Liberal Studies Early Col,70,68,97.14,NA,394,394,430,1218,9,13.24,NA,NA
19,64733,0109876,Los Angeles,Los Angeles Unified,Community Charter Early College High,125,129,E,NA,380,392,401,1173,8,6.20,NA,NA
19,64733,0110668,Los Angeles,Los Angeles Unified,Frida Kahlo High,28,1,3.57,NA,,,,,,,NA,NA
19,64733,0111484,Los Angeles,Los Angeles Unified,New Village Charter High,27,8,29.63,NA,,,,,,,NA,NA
19,64733,0111492,Los Angeles,Los Angeles Unified,College Ready Academy High #5,108,53,49.07,NA,374,374,366,1115,2,3.77,NA,NA
19,64733,0111500,Los Angeles,Los Angeles Unified,Dr. Olga Mohan High,103,103,100.00,NA,383,429,419,1231,14,13.59,NA,NA
19,64733,0111575,Los Angeles,Los Angeles Unified,Animo Ralph Bunche High,155,84,54.19,NA,350,362,374,1086,3,3.57,NA,NA
19,64733,0111583,Los Angeles,Los Angeles Unified,Animo Jackie Robinson High,132,102,77.27,NA,359,346,375,1079,4,3.92,NA,NA
19,64733,0111609,Los Angeles,Los Angeles Unified,Animo Film and Theater Arts Charter High,18,28,E,NA,413,393,407,1213,2,7.14,NA,NA
19,64733,0111617,Los Angeles,Los Angeles Unified,Animo Locke Technology High,117,66,56.41,NA,373,366,362,1101,4,6.06,NA,NA
19,64733,0111625,Los Angeles,Los Angeles Unified,Animo Watts Charter High,119,69,57.98,NA,343,366,353,1062,2,2.90,NA,NA
19,64733,0111641,Los Angeles,Los Angeles Unified,William and Carol Ouchi High,94,92,97.87,NA,397,408,403,1208,9,9.78,NA,NA
19,64733,0111658,Los Angeles,Los Angeles Unified,Marc & Eva Stern Math and Science,90,84,93.33,NA,417,439,435,1291,16,19.05,NA,NA
19,64733,0112029,Los Angeles,Los Angeles Unified,Miguel Contreras Learning Complex,186,173,93.01,NA,364,368,378,1110,7,4.05,NA,NA
19,64733,0112037,Los Angeles,Los Angeles Unified,East Valley Senior High,244,85,34.84,NA,406,404,414,1224,8,9.41,NA,NA
19,64733,0112045,Los Angeles,Los Angeles Unified,Arleta High,442,204,46.15,NA,395,406,405,1206,18,8.82,NA,NA
19,64733,0112052,Los Angeles,Los Angeles Unified,Panorama High,377,123,32.63,NA,400,400,394,1193,11,8.94,NA,NA
19,64733,0112508,Los Angeles,Los Angeles Unified,Bright Star Secondary Charter Academy,32,30,93.75,NA,429,427,437,1293,6,20.00,NA,NA
19,64733,0112540,Los Angeles,Los Angeles Unified,Lou Dantzler Preparatory Charter High,79,61,77.22,NA,382,371,384,1138,3,4.92,NA,NA
19,64733,0112557,Los Angeles,Los Angeles Unified,Frederick Douglass Academy High,83,71,85.54,NA,387,377,409,1173,6,8.45,NA,NA
19,64733,0112854,Los Angeles,Los Angeles Unified,Jordan New Technology High,4,,.,NA,,,,,,,NA,NA
19,64733,0112862,Los Angeles,Los Angeles Unified,Student Empowerment Academy,57,,.,NA,,,,,,,NA,NA
19,64733,0112870,Los Angeles,Los Angeles Unified,Los Angeles School of Global Studies,75,78,E,NA,372,372,377,1121,4,5.13,NA,NA
19,64733,0114850,Los Angeles,Los Angeles Unified,West Adams Preparatory High,654,358,54.74,NA,378,377,376,1132,14,3.91,NA,NA
19,64733,0114942,Los Angeles,Los Angeles Unified,College Ready Academy High #7,86,76,88.37,NA,342,337,351,1030,1,1.32,NA,NA
19,64733,0115279,Los Angeles,Los Angeles Unified,Thurgood Marshall Charter High,1,,.,NA,,,,,,,NA,NA
19,64733,0116954,Los Angeles,Los Angeles Unified,Jack London Community Day,1,,.,NA,,,,,,,NA,NA
19,64733,0117051,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,230,104,45.22,NA,387,400,383,1170,7,6.73,NA,NA
19,64733,0117069,Los Angeles,Los Angeles Unified,Helen Bernstein High,259,72,27.80,NA,379,407,386,1172,4,5.56,NA,NA
19,64733,0117077,Los Angeles,Los Angeles Unified,Academic Performance Excellence Academy,42,26,61.90,NA,346,348,346,1040,0,0.00,NA,NA
19,64733,0117614,Los Angeles,Los Angeles Unified,New Los Angeles Charter,1,,.,NA,,,,,,,NA,NA
19,64733,0117721,Los Angeles,Los Angeles Unified,Academic Leadership Community,109,88,80.73,NA,360,379,376,1114,2,2.27,NA,NA
19,64733,0117739,Los Angeles,Los Angeles Unified,CIVITAS School of Leadership,48,32,66.67,NA,376,383,377,1136,1,3.13,NA,NA
19,64733,0117747,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts (LAH,82,36,43.90,NA,392,399,403,1194,4,11.11,NA,NA
19,64733,0117754,Los Angeles,Los Angeles Unified,Los Angeles Teachers Preparatory Academy,51,43,84.31,NA,325,339,327,991,0,0.00,NA,NA
19,64733,0117762,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanitie,77,32,41.56,NA,423,423,424,1270,3,9.38,NA,NA
19,64733,0118588,Los Angeles,Los Angeles Unified,Animo Locke Charter High School #1,42,,.,NA,,,,,,,NA,NA
19,64733,0119651,Los Angeles,Los Angeles Unified,Sun Valley High,154,50,32.47,NA,409,416,413,1237,4,8.00,NA,NA
19,64733,0119719,Los Angeles,Los Angeles Unified,School of Engineering and Technology,92,40,43.48,NA,380,370,381,1132,1,2.50,NA,NA
19,64733,0119727,Los Angeles,Los Angeles Unified,Ramon C. Cortines School of Visual and P,211,114,54.03,NA,451,443,463,1357,35,30.70,NA,NA
19,64733,0119966,Los Angeles,Los Angeles Unified,School of Math and Science,53,42,79.25,NA,374,380,399,1153,2,4.76,NA,NA
19,64733,0120360,Los Angeles,Los Angeles Unified,Daniel Pearl Journalism & Communications,63,53,84.13,NA,457,451,451,1358,16,30.19,NA,NA
19,64733,0122275,Los Angeles,Los Angeles Unified,Academy of Environmental & Social Policy,52,16,30.77,NA,429,413,395,1237,3,18.75,NA,NA
19,64733,0122283,Los Angeles,Los Angeles Unified,School of Law & Government at Roosevelt,75,21,28.00,NA,426,417,389,1232,3,14.29,NA,NA
19,64733,0122291,Los Angeles,Los Angeles Unified,Humanitas Art School at Roosevelt High,107,20,18.69,NA,385,400,406,1190,2,10.00,NA,NA
19,64733,0122309,Los Angeles,Los Angeles Unified,"School of Science, Technology, Engineeri",78,20,25.64,NA,423,450,423,1296,3,15.00,NA,NA
19,64733,0122325,Los Angeles,Los Angeles Unified,Academy of Medical & Health Sciences at,89,23,25.84,NA,399,403,388,1190,3,13.04,NA,NA
19,64733,0122333,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Acade",73,38,52.05,NA,422,452,438,1312,9,23.68,NA,NA
19,64733,1930064,Los Angeles,Los Angeles Unified,William Tell Aggeler Opportunity High,9,,.,NA,,,,,,,NA,NA
19,64733,1930296,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,16,,.,NA,,,,,,,NA,NA
19,64733,1930387,Los Angeles,Los Angeles Unified,Central High,139,1,0.72,NA,,,,,,,NA,NA
19,64733,1930403,Los Angeles,Los Angeles Unified,Whitney Young Continuation,5,1,20.00,NA,,,,,,,NA,NA
19,64733,1930429,Los Angeles,Los Angeles Unified,View Park Continuation,12,1,8.33,NA,,,,,,,NA,NA
19,64733,1930486,Los Angeles,Los Angeles Unified,Moneta Continuation,8,,.,NA,,,,,,,NA,NA
19,64733,1930551,Los Angeles,Los Angeles Unified,San Antonio Continuation,69,,.,NA,,,,,,,NA,NA
19,64733,1930577,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,21,,.,NA,,,,,,,NA,NA
19,64733,1930619,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),17,,.,NA,,,,,,,NA,NA
19,64733,1930650,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,551,230,41.74,NA,410,417,407,1234,25,10.87,NA,NA
19,64733,1930692,Los Angeles,Los Angeles Unified,Thomas Riley High,45,3,6.67,NA,,,,,,,NA,NA
19,64733,1930734,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),5,,.,NA,,,,,,,NA,NA
19,64733,1930783,Los Angeles,Los Angeles Unified,Phoenix Continuation,21,,.,NA,,,,,,,NA,NA
19,64733,1930791,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,21,,.,NA,,,,,,,NA,NA
19,64733,1930866,Los Angeles,Los Angeles Unified,Bell Senior High,620,267,43.06,NA,421,437,432,1289,48,17.98,NA,NA
19,64733,1930924,Los Angeles,Los Angeles Unified,Belmont Senior High,207,115,55.56,NA,389,392,390,1172,8,6.96,NA,NA
19,64733,1930940,Los Angeles,Los Angeles Unified,John R. Wooden High,28,3,10.71,NA,,,,,,,NA,NA
19,64733,1930973,Los Angeles,Los Angeles Unified,Simon Rodia Continuation,15,,.,NA,,,,,,,NA,NA
19,64733,1931047,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,612,226,36.93,NA,453,458,454,1365,61,26.99,NA,NA
19,64733,1931336,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,11,,.,NA,,,,,,,NA,NA
19,64733,1931377,Los Angeles,Los Angeles Unified,Amelia Earhart Continuation,63,,.,NA,,,,,,,NA,NA
19,64733,1931385,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,32,,.,NA,,,,,,,NA,NA
19,64733,1931393,Los Angeles,Los Angeles Unified,Highland Park Continuation,15,,.,NA,,,,,,,NA,NA
19,64733,1931419,Los Angeles,Los Angeles Unified,Miguel Leonis Continuation,19,,.,NA,,,,,,,NA,NA
19,64733,1931435,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,34,,.,NA,,,,,,,NA,NA
19,64733,1931450,Los Angeles,Los Angeles Unified,Jack London Continuation,17,,.,NA,,,,,,,NA,NA
19,64733,1931468,Los Angeles,Los Angeles Unified,Metropolitan Continuation,34,,.,NA,,,,,,,NA,NA
19,64733,1931476,Los Angeles,Los Angeles Unified,Canoga Park Senior High,293,144,49.15,NA,438,455,433,1326,31,21.53,NA,NA
19,64733,1931484,Los Angeles,Los Angeles Unified,Mission Continuation,26,,.,NA,,,,,,,NA,NA
19,64733,1931500,Los Angeles,Los Angeles Unified,Owensmouth Continuation,22,,.,NA,,,,,,,NA,NA
19,64733,1931518,Los Angeles,Los Angeles Unified,George S. Patton Continuation,7,,.,NA,,,,,,,NA,NA
19,64733,1931526,Los Angeles,Los Angeles Unified,Carson Senior High,587,300,51.11,NA,418,426,420,1264,44,14.67,NA,NA
19,64733,1931534,Los Angeles,Los Angeles Unified,Will Rogers Continuation,75,,.,NA,,,,,,,NA,NA
19,64733,1931559,Los Angeles,Los Angeles Unified,Stoney Point Continuation,31,,.,NA,,,,,,,NA,NA
19,64733,1931633,Los Angeles,Los Angeles Unified,Diane S. Leichman Special Education Cent,128,,.,NA,,,,,,,NA,NA
19,64733,1931658,Los Angeles,Los Angeles Unified,Frank Lanterman,135,,.,NA,,,,,,,NA,NA
19,64733,1931682,Los Angeles,Los Angeles Unified,Zane Grey Continuation,67,,.,NA,,,,,,,NA,NA
19,64733,1931690,Los Angeles,Los Angeles Unified,Independence Continuation,23,,.,NA,,,,,,,NA,NA
19,64733,1931708,Los Angeles,Los Angeles Unified,Chatsworth Senior High,752,317,42.15,NA,474,493,474,1442,126,39.75,NA,NA
19,64733,1931716,Los Angeles,Los Angeles Unified,Valley Alternative Magnet,43,26,60.47,NA,466,467,478,1410,11,42.31,NA,NA
19,64733,1931856,Los Angeles,Los Angeles Unified,Whitman Continuation,14,2,14.29,NA,,,,,,,NA,NA
19,64733,1931864,Los Angeles,Los Angeles Unified,Grover Cleveland High,780,384,49.23,NA,499,511,515,1525,187,48.70,NA,NA
19,64733,1931930,Los Angeles,Los Angeles Unified,Avalon High,46,,.,NA,,,,,,,NA,NA
19,64733,1931955,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),25,2,8.00,NA,,,,,,,NA,NA
19,64733,1931971,Los Angeles,Los Angeles Unified,John Hope Continuation,27,,.,NA,,,,,,,NA,NA
19,64733,1931989,Los Angeles,Los Angeles Unified,Monterey Continuation,20,1,5.00,NA,,,,,,,NA,NA
19,64733,1931997,Los Angeles,Los Angeles Unified,Odyssey Continuation,31,,.,NA,,,,,,,NA,NA
19,64733,1932128,Los Angeles,Los Angeles Unified,Crenshaw Senior High,389,184,47.30,NA,383,377,380,1139,16,8.70,NA,NA
19,64733,1932250,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,23,1,4.35,NA,,,,,,,NA,NA
19,64733,1932318,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,13,,.,NA,,,,,,,NA,NA
19,64733,1932334,Los Angeles,Los Angeles Unified,Jane Addams Continuation,42,,.,NA,,,,,,,NA,NA
19,64733,1932342,Los Angeles,Los Angeles Unified,Evergreen Continuation,22,2,9.09,NA,,,,,,,NA,NA
19,64733,1932383,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,342,146,42.69,NA,387,378,393,1158,8,5.48,NA,NA
19,64733,1932391,Los Angeles,Los Angeles Unified,West Hollywood Opportunity,12,,.,NA,,,,,,,NA,NA
19,64733,1932540,Los Angeles,Los Angeles Unified,Eagle Rock High,514,326,63.42,NA,448,453,442,1343,94,28.83,NA,NA
19,64733,1932623,Los Angeles,Los Angeles Unified,El Camino Real Senior High,769,415,53.97,NA,513,541,518,1572,236,56.87,NA,NA
19,64733,1932821,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,46,,.,NA,,,,,,,NA,NA
19,64733,1932847,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,197,194,98.48,NA,518,532,525,1574,117,60.31,NA,NA
19,64733,1932888,Los Angeles,Los Angeles Unified,Downtown Business High,169,137,81.07,NA,434,452,439,1325,35,25.55,NA,NA
19,64733,1932920,Los Angeles,Los Angeles Unified,Fairfax Senior High,570,276,48.42,NA,464,480,463,1407,94,34.06,NA,NA
19,64733,1932987,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,736,361,49.05,NA,423,436,428,1287,64,17.73,NA,NA
19,64733,1933001,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,354,279,78.81,NA,437,427,439,1302,57,20.43,NA,NA
19,64733,1933043,Los Angeles,Los Angeles Unified,Benjamin Franklin Senior High,388,221,56.96,NA,435,450,439,1324,57,25.79,NA,NA
19,64733,1933118,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,547,312,57.04,NA,368,371,372,1111,10,3.21,NA,NA
19,64733,1933233,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies,179,138,77.09,NA,515,534,523,1572,83,60.14,NA,NA
19,64733,1933241,Los Angeles,Los Angeles Unified,Gardena Senior High,401,224,55.86,NA,407,407,407,1221,25,11.16,NA,NA
19,64733,1933381,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,777,308,39.64,NA,403,418,403,1224,37,12.01,NA,NA
19,64733,1933746,Los Angeles,Los Angeles Unified,Granada Hills Charter High,973,624,64.13,NA,527,563,532,1622,410,65.71,NA,NA
19,64733,1933795,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,485,135,27.84,NA,448,464,449,1360,41,30.37,NA,NA
19,64733,1933852,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,601,336,55.91,NA,493,471,498,1462,150,44.64,NA,NA
19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,345,160,46.38,NA,464,462,458,1384,47,29.38,NA,NA
19,64733,1934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High,643,225,34.99,NA,405,411,404,1220,26,11.56,NA,NA
19,64733,1934371,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,376,153,40.69,NA,380,385,385,1150,11,7.19,NA,NA
19,64733,1934454,Los Angeles,Los Angeles Unified,David Starr Jordan Senior High,377,123,32.63,NA,369,364,365,1098,7,5.69,NA,NA
19,64733,1935121,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,499,243,48.70,NA,413,457,418,1288,45,18.52,NA,NA
19,64733,1935154,Los Angeles,Los Angeles Unified,Alain Leroy Locke High,560,185,33.04,NA,357,369,362,1088,9,4.86,NA,NA
19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,423,190,44.92,NA,426,469,433,1329,46,24.21,NA,NA
19,64733,1935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High,718,333,46.38,NA,383,381,387,1151,26,7.81,NA,NA
19,64733,1935568,Los Angeles,Los Angeles Unified,John Marshall Senior High,774,389,50.26,NA,476,496,482,1453,151,38.82,NA,NA
19,64733,1935717,Los Angeles,Los Angeles Unified,Joaquin Miller Career and Transition Cen,159,,.,NA,,,,,,,NA,NA
19,64733,1935865,Los Angeles,Los Angeles Unified,James Monroe High,533,208,39.02,NA,429,445,430,1304,50,24.04,NA,NA
19,64733,1936160,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,524,246,46.95,NA,448,470,441,1359,70,28.46,NA,NA
19,64733,1936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High,712,383,53.79,NA,500,492,501,1493,173,45.17,NA,NA
19,64733,1937085,Los Angeles,Los Angeles Unified,Ramona Opportunity High,15,1,6.67,NA,,,,,,,NA,NA
19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Senior High,486,214,44.03,NA,446,455,452,1353,56,26.17,NA,NA
19,64733,1937424,Los Angeles,Los Angeles Unified,"School of Communications, New Media and",82,208,E,NA,382,399,391,1172,15,7.21,NA,NA
19,64733,1937622,Los Angeles,Los Angeles Unified,San Fernando Senior High,692,202,29.19,NA,411,431,413,1254,25,12.38,NA,NA
19,64733,1937838,Los Angeles,Los Angeles Unified,San Pedro Senior High,535,280,52.34,NA,449,457,457,1362,85,30.36,NA,NA
19,64733,1938307,Los Angeles,Los Angeles Unified,South Gate Senior High,727,404,55.57,NA,413,402,411,1226,46,11.39,NA,NA
19,64733,1938554,Los Angeles,Los Angeles Unified,Sylmar Senior High,813,280,34.44,NA,413,416,414,1244,44,15.71,NA,NA
19,64733,1938612,Los Angeles,Los Angeles Unified,William Howard Taft Senior High,536,291,54.29,NA,499,516,504,1519,140,48.11,NA,NA
19,64733,1938885,Los Angeles,Los Angeles Unified,University Senior High,575,250,43.48,NA,450,453,445,1348,64,25.60,NA,NA
19,64733,1938968,Los Angeles,Los Angeles Unified,Van Nuys Senior High,556,310,55.76,NA,512,536,511,1560,160,51.61,NA,NA
19,64733,1939040,Los Angeles,Los Angeles Unified,Venice Senior High,469,222,47.33,NA,493,510,495,1497,98,44.14,NA,NA
19,64733,1939107,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,449,193,42.98,NA,466,484,468,1418,75,38.86,NA,NA
19,64733,1939305,Los Angeles,Los Angeles Unified,George Washington Preparatory High,398,167,41.96,NA,369,355,368,1093,4,2.40,NA,NA
19,64733,1939479,Los Angeles,Los Angeles Unified,Westchester Senior High,322,165,51.24,NA,429,419,419,1267,27,16.36,NA,NA
19,64733,1939784,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney High,121,,.,NA,,,,,,,NA,NA
19,64733,1939859,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,527,255,48.39,NA,396,404,405,1204,22,8.63,NA,NA
19,64733,1939941,Los Angeles,Los Angeles Unified,John F. Kennedy High,514,249,48.44,NA,451,464,451,1365,71,28.51,NA,NA
19,64733,1995448,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High,362,285,78.73,NA,480,503,492,1475,131,45.96,NA,NA
19,64733,1995489,Los Angeles,Los Angeles Unified,Los Angeles Unified Alternative Educatio,156,,.,NA,,,,,,,NA,NA
19,64733,1995794,Los Angeles,Los Angeles Unified,Youth Opportunities Unlimited,135,3,2.22,NA,,,,,,,NA,NA
19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High,523,400,76.48,NA,533,544,539,1615,259,64.75,NA,NA
19,64733,1996073,Los Angeles,Los Angeles Unified,Tri-C Community Day,16,,.,NA,,,,,,,NA,NA
19,64733,1996115,Los Angeles,Los Angeles Unified,City of Angels,447,29,6.49,NA,496,438,470,1404,10,34.48,NA,NA
19,64733,1996610,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,48,46,95.83,NA,379,413,403,1195,6,13.04,NA,NA
19,64733,1996636,Los Angeles,Los Angeles Unified,Community Harvest Charter,37,39,E,NA,386,388,395,1169,4,10.26,NA,NA
19,64733,1996651,Los Angeles,Los Angeles Unified,CDS Secondary,56,,.,NA,,,,,,,NA,NA
19,64733,6016463,Los Angeles,Los Angeles Unified,Chatsworth Park Elementary,1,,.,NA,,,,,,,NA,NA
19,64733,6016885,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,178,97,54.49,NA,418,402,419,1240,12,12.37,NA,NA
19,64733,6018279,Los Angeles,Los Angeles Unified,Napa Street Elementary,1,,.,NA,,,,,,,NA,NA
19,64733,6018865,Los Angeles,Los Angeles Unified,Fred E. Lull Special Education Center,13,,.,NA,,,,,,,NA,NA
19,64733,6019475,Los Angeles,Los Angeles Unified,Thirty-Second Street USC Performing Arts,59,47,79.66,NA,416,407,425,1247,4,8.51,NA,NA
19,64733,6019715,Los Angeles,Los Angeles Unified,Vaughn Next Century Learning Center,101,95,94.06,NA,418,415,416,1249,11,11.58,NA,NA
19,64733,6019962,Los Angeles,Los Angeles Unified,Wilmington Park Elementary,1,,.,NA,,,,,,,NA,NA
19,64733,6058002,Los Angeles,Los Angeles Unified,Robert Fulton College Preparatory,108,45,41.67,NA,406,415,398,1220,1,2.22,NA,NA
19,64733,6060461,Los Angeles,Los Angeles Unified,Charles Leroy Lowman Special Education C,75,,.,NA,,,,,,,NA,NA
19,64733,6060479,Los Angeles,Los Angeles Unified,C. Morley Sellery Special Education Cent,2,,.,NA,,,,,,,NA,NA
19,64733,6060495,Los Angeles,Los Angeles Unified,Benjamin Banneker Special Education Cent,129,,.,NA,,,,,,,NA,NA
19,64733,6060503,Los Angeles,Los Angeles Unified,Ernest P. Willenberg Special Education C,86,,.,NA,,,,,,,NA,NA
19,64733,6060511,Los Angeles,Los Angeles Unified,James J. McBride Special Education Cente,47,,.,NA,,,,,,,NA,NA
19,64733,6060529,Los Angeles,Los Angeles Unified,Marlton,51,,.,NA,,,,,,,NA,NA
19,64733,6060545,Los Angeles,Los Angeles Unified,Alphonso B. Perez Special Education Cent,118,,.,NA,,,,,,,NA,NA
19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center,140,124,88.57,NA,431,444,437,1311,30,24.19,NA,NA
19,64733,6069157,Los Angeles,Los Angeles Unified,Berenece Carlson Home Hospital,28,1,3.57,NA,,,,,,,NA,NA
19,64733,6119945,Los Angeles,Los Angeles Unified,Magnolia Science Academy,40,36,90.00,NA,421,458,441,1321,5,13.89,NA,NA
19,64774,0109538,Los Angeles,Lynwood Unified,Marco Antonio Firebaugh High,441,186,42.18,NA,429,438,428,1294,36,19.35,NA,NA
19,64774,0114777,Los Angeles,Lynwood Unified,Pathway Independent Study,20,,.,NA,,,,,,,NA,NA
19,64774,0118562,Los Angeles,Lynwood Unified,Kaplan Academy of Southern California,191,18,9.42,NA,526,481,513,1519,9,50.00,NA,NA
19,64774,1935428,Los Angeles,Lynwood Unified,Vista High (Continuation),89,,.,NA,,,,,,,NA,NA
